id,domain,competencyIds,competencyLabel,difficulty,layer,scope,familyId,casePatternId,prompt,context,need,artifactType,artifactLabel,artifactBrief,generationPrompt,questionId,th
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-APPLIED-03","D4","D4-security-governance","Security and governance controls","applied","function","Sales","D4-security-governance-applied","D4-security-governance-applied-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. A tool action’s outcome is uncertain after an interruption. Only the account owner can approve pricing and delivery promises. Additional detail: A buyer’s identity is uncertain and the request includes sensitive account details. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: A tool action’s outcome is uncertain after an interruption.
Extra function cue: A buyer’s identity is uncertain and the request includes sensitive account details.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-APPLIED-03","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-APPLIED-04","D4","D4-security-governance","Security and governance controls","applied","function","Sales","D4-security-governance-applied","D4-security-governance-applied-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. A connector has broad write scope although the task is only source review. Only the account owner can approve pricing and delivery promises. Additional detail: The source terms cover one region, but the proposed commitment names a different region. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: A connector has broad write scope although the task is only source review.
Extra function cue: The source terms cover one region, but the proposed commitment names a different region.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-APPLIED-04","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-01","D4","D4-security-governance","Security and governance controls","proficient","function","Sales","D4-security-governance-proficient","D4-security-governance-proficient-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. One team’s access is revoked, but its cached results remain readable. Only the account owner can approve pricing and delivery promises. Additional detail: The account proposal offers a discount outside the approved pricing range. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: One team’s access is revoked, but its cached results remain readable.
Extra function cue: The account proposal offers a discount outside the approved pricing range.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-01","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-02","D4","D4-security-governance","Security and governance controls","proficient","function","Sales","D4-security-governance-proficient","D4-security-governance-proficient-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The model refuses a prohibited action in normal tests, but the connector still permits it. Only the account owner can approve pricing and delivery promises. Additional detail: The draft promises a capability absent from the approved release record. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The model refuses a prohibited action in normal tests, but the connector still permits it.
Extra function cue: The draft promises a capability absent from the approved release record.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-02","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-03","D4","D4-security-governance","Security and governance controls","proficient","function","Sales","D4-security-governance-proficient","D4-security-governance-proficient-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. Input filtering blocks one injection phrase, but a reworded instruction succeeds. Only the account owner can approve pricing and delivery promises. Additional detail: A buyer’s identity is uncertain and the request includes sensitive account details. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: Input filtering blocks one injection phrase, but a reworded instruction succeeds.
Extra function cue: A buyer’s identity is uncertain and the request includes sensitive account details.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-03","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-04","D4","D4-security-governance","Security and governance controls","proficient","function","Sales","D4-security-governance-proficient","D4-security-governance-proficient-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. Logs exist, but they omit the action payload and approval version. Only the account owner can approve pricing and delivery promises. Additional detail: The source terms cover one region, but the proposed commitment names a different region. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: Logs exist, but they omit the action payload and approval version.
Extra function cue: The source terms cover one region, but the proposed commitment names a different region.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-PROFICIENT-04","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-01","D4","D4-security-governance","Security and governance controls","advanced","function","Sales","D4-security-governance-advanced","D4-security-governance-advanced-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. Several services share a powerful credential, preventing attribution and targeted containment. Only the account owner can approve pricing and delivery promises. Additional detail: The account proposal offers a discount outside the approved pricing range. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: Several services share a powerful credential, preventing attribution and targeted containment.
Extra function cue: The account proposal offers a discount outside the approved pricing range.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-01","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-02","D4","D4-security-governance","Security and governance controls","advanced","function","Sales","D4-security-governance-advanced","D4-security-governance-advanced-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. A failed control is fixed in one workflow, but the same component serves many others. Only the account owner can approve pricing and delivery promises. Additional detail: The draft promises a capability absent from the approved release record. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: A failed control is fixed in one workflow, but the same component serves many others.
Extra function cue: The draft promises a capability absent from the approved release record.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-02","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-03","D4","D4-security-governance","Security and governance controls","advanced","function","Sales","D4-security-governance-advanced","D4-security-governance-advanced-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The model can grant itself broader tool scopes during a task. Only the account owner can approve pricing and delivery promises. Additional detail: A buyer’s identity is uncertain and the request includes sensitive account details. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The model can grant itself broader tool scopes during a task.
Extra function cue: A buyer’s identity is uncertain and the request includes sensitive account details.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-03","[object Object]"
"NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-04","D4","D4-security-governance","Security and governance controls","advanced","function","Sales","D4-security-governance-advanced","D4-security-governance-advanced-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. Tool results mix task evidence with executable follow-up instructions. Only the account owner can approve pricing and delivery promises. Additional detail: The source terms cover one region, but the proposed commitment names a different region. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: Tool results mix task evidence with executable follow-up instructions.
Extra function cue: The source terms cover one region, but the proposed commitment names a different region.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-04","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-01","D5","D5-usecase-fit","Use-case evaluation","awareness","function","Sales","D5-usecase-fit-awareness","D5-usecase-fit-awareness-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The team names a popular AI tool but cannot describe the problem it should solve. Only the account owner can approve pricing and delivery promises. Additional detail: The account proposal offers a discount outside the approved pricing range. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The team names a popular AI tool but cannot describe the problem it should solve.
Extra function cue: The account proposal offers a discount outside the approved pricing range.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-01","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-02","D5","D5-usecase-fit","Use-case evaluation","awareness","function","Sales","D5-usecase-fit-awareness","D5-usecase-fit-awareness-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The problem is clear, but the records needed for the account proposal are unavailable. Only the account owner can approve pricing and delivery promises. Additional detail: The draft promises a capability absent from the approved release record. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The problem is clear, but the records needed for the account proposal are unavailable.
Extra function cue: The draft promises a capability absent from the approved release record.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-02","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-03","D5","D5-usecase-fit","Use-case evaluation","awareness","function","Sales","D5-usecase-fit-awareness","D5-usecase-fit-awareness-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. A draft can be generated, but nobody owns checking or using it. Only the account owner can approve pricing and delivery promises. Additional detail: A buyer’s identity is uncertain and the request includes sensitive account details. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: A draft can be generated, but nobody owns checking or using it.
Extra function cue: A buyer’s identity is uncertain and the request includes sensitive account details.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-03","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-04","D5","D5-usecase-fit","Use-case evaluation","awareness","function","Sales","D5-usecase-fit-awareness","D5-usecase-fit-awareness-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The team expects better results but has no current performance measurement. Only the account owner can approve pricing and delivery promises. Additional detail: The source terms cover one region, but the proposed commitment names a different region. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The team expects better results but has no current performance measurement.
Extra function cue: The source terms cover one region, but the proposed commitment names a different region.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-AWARENESS-04","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-01","D5","D5-usecase-fit","Use-case evaluation","applied","function","Sales","D5-usecase-fit-applied","D5-usecase-fit-applied-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The output is useful, but no one can explain how it enters the existing process. Only the account owner can approve pricing and delivery promises. Additional detail: The account proposal offers a discount outside the approved pricing range. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The output is useful, but no one can explain how it enters the existing process.
Extra function cue: The account proposal offers a discount outside the approved pricing range.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-01","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-02","D5","D5-usecase-fit","Use-case evaluation","applied","function","Sales","D5-usecase-fit-applied","D5-usecase-fit-applied-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. Users spend time reformatting approved text, and reviewed examples are available. Only the account owner can approve pricing and delivery promises. Additional detail: The draft promises a capability absent from the approved release record. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: Users spend time reformatting approved text, and reviewed examples are available.
Extra function cue: The draft promises a capability absent from the approved release record.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-02","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-03","D5","D5-usecase-fit","Use-case evaluation","applied","function","Sales","D5-usecase-fit-applied","D5-usecase-fit-applied-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The proposed decision depends on records whose use has not been authorized. Only the account owner can approve pricing and delivery promises. Additional detail: A buyer’s identity is uncertain and the request includes sensitive account details. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The proposed decision depends on records whose use has not been authorized.
Extra function cue: A buyer’s identity is uncertain and the request includes sensitive account details.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-03","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-04","D5","D5-usecase-fit","Use-case evaluation","applied","function","Sales","D5-usecase-fit-applied","D5-usecase-fit-applied-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The task is exact arithmetic under fixed rules, with no language ambiguity. Only the account owner can approve pricing and delivery promises. Additional detail: The source terms cover one region, but the proposed commitment names a different region. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The task is exact arithmetic under fixed rules, with no language ambiguity.
Extra function cue: The source terms cover one region, but the proposed commitment names a different region.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-APPLIED-04","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-01","D5","D5-usecase-fit","Use-case evaluation","proficient","function","Sales","D5-usecase-fit-proficient","D5-usecase-fit-proficient-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. Drafts are faster, but reviewers spend more time correcting them than the time saved. Only the account owner can approve pricing and delivery promises. Additional detail: The account proposal offers a discount outside the approved pricing range. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: Drafts are faster, but reviewers spend more time correcting them than the time saved.
Extra function cue: The account proposal offers a discount outside the approved pricing range.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-01","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-02","D5","D5-usecase-fit","Use-case evaluation","proficient","function","Sales","D5-usecase-fit-proficient","D5-usecase-fit-proficient-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The pilot succeeds on curated examples but fails on typical incomplete records. Only the account owner can approve pricing and delivery promises. Additional detail: The draft promises a capability absent from the approved release record. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The pilot succeeds on curated examples but fails on typical incomplete records.
Extra function cue: The draft promises a capability absent from the approved release record.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-02","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-03","D5","D5-usecase-fit","Use-case evaluation","proficient","function","Sales","D5-usecase-fit-proficient","D5-usecase-fit-proficient-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. Users prefer the output, but the downstream system rejects its structure. Only the account owner can approve pricing and delivery promises. Additional detail: A buyer’s identity is uncertain and the request includes sensitive account details. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: Users prefer the output, but the downstream system rejects its structure.
Extra function cue: A buyer’s identity is uncertain and the request includes sensitive account details.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-03","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-04","D5","D5-usecase-fit","Use-case evaluation","proficient","function","Sales","D5-usecase-fit-proficient","D5-usecase-fit-proficient-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. A simpler rule-based baseline meets the same quality target at lower total cost. Only the account owner can approve pricing and delivery promises. Additional detail: The source terms cover one region, but the proposed commitment names a different region. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: A simpler rule-based baseline meets the same quality target at lower total cost.
Extra function cue: The source terms cover one region, but the proposed commitment names a different region.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-PROFICIENT-04","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-ADVANCED-01","D5","D5-usecase-fit","Use-case evaluation","advanced","function","Sales","D5-usecase-fit-advanced","D5-usecase-fit-advanced-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The technical component works, but the process bottleneck occurs after its output. Only the account owner can approve pricing and delivery promises. Additional detail: The account proposal offers a discount outside the approved pricing range. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The technical component works, but the process bottleneck occurs after its output.
Extra function cue: The account proposal offers a discount outside the approved pricing range.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-ADVANCED-01","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-ADVANCED-02","D5","D5-usecase-fit","Use-case evaluation","advanced","function","Sales","D5-usecase-fit-advanced","D5-usecase-fit-advanced-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. The only projected value depends on removing a review control that the exercise requires. Only the account owner can approve pricing and delivery promises. Additional detail: The draft promises a capability absent from the approved release record. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: The only projected value depends on removing a review control that the exercise requires.
Extra function cue: The draft promises a capability absent from the approved release record.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-ADVANCED-02","[object Object]"
"NH-FUNCTION-SALES-D5-USECASE-FIT-ADVANCED-03","D5","D5-usecase-fit","Use-case evaluation","advanced","function","Sales","D5-usecase-fit-advanced","D5-usecase-fit-advanced-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Sales uses AI to prepare an account proposal. A bounded pilot meets quality, cost, and review targets; its operating conditions will remain the same. Only the account owner can approve pricing and delivery promises. Additional detail: A buyer’s identity is uncertain and the request includes sensitive account details. Answer both parts.","Scenario: Sales needs an account proposal.
Use: approved CRM extracts and current commercial terms.
Rule: Only the account owner may approve pricing and delivery promises.
Risk: An unsupported promise can become a customer dispute.
Evidence: A bounded pilot meets quality, cost, and review targets; its operating conditions will remain the same.
Extra function cue: A buyer’s identity is uncertain and the request includes sensitive account details.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-FUNCTION-SALES-D5-USECASE-FIT-ADVANCED-03","[object Object]"
